day,month,year,Temperature,RH,Ws,Rain ,FFMC,DMC,DC,ISI,BUI,FWI,Classes  
02,11,2013,306,37,203,0,1076,37.8,297.6,12.6,65,35.9,fire
03,11,2013,307,36,204,0,1076.4,38.1,298.8,12.7,65.4,36.1,fire
04,11,2013,308,35,205,0,1076.8,38.4,300,12.8,65.8,36.3,fire
05,11,2013,309,34,206,0,1077.2,38.7,301.2,12.9,66.2,36.5,fire
06,11,2013,310,33,207,0,1077.6,39,302.4,13,66.6,36.7,fire
07,11,2013,311,32,208,0,1078,39.3,303.6,13.1,67,36.9,fire
08,11,2013,312,31,209,0,1078.4,39.6,304.8,13.2,67.4,37.1,fire
09,11,2013,313,30,210,0,1078.8,39.9,306,13.3,67.8,37.3,fire
10,11,2013,314,29,211,0,1079.2,40.2,307.2,13.4,68.2,37.5,fire
11,11,2013,315,28,212,0,1079.6,40.5,308.4,13.5,68.6,37.7,fire
12,11,2013,316,27,213,0,1080,40.8,309.6,13.6,69,37.9,fire
13,11,2013,317,26,214,0,1080.4,41.1,310.8,13.7,69.4,38.1,fire
14,11,2013,318,25,215,0,1080.8,41.4,312,13.8,69.8,38.3,fire
15,11,2013,319,24,216,0,1081.2,41.7,313.2,13.9,70.2,38.5,fire
16,11,2013,320,23,217,0,1081.6,42,314.4,14,70.6,38.7,fire
17,11,2013,321,22,218,0,1082,42.3,315.6,14.1,71,38.9,fire
18,11,2013,322,21,219,0,1082.4,42.6,316.8,14.2,71.4,39.1,fire
19,11,2013,323,20,220,0,1082.8,42.9,318,14.3,71.8,39.3,fire
20,11,2013,324,19,221,0,1083.2,43.2,319.2,14.4,72.2,39.5,fire
21,11,2013,325,18,222,0,1083.6,43.5,320.4,14.5,72.6,39.7,fire
22,11,2013,326,17,223,0,1084,43.8,321.6,14.6,73,39.9,fire
23,11,2013,327,16,224,0,1084.4,44.1,322.8,14.7,73.4,40.1,fire
24,11,2013,328,15,225,0,1084.8,44.4,324,14.8,73.8,40.3,fire
25,11,2013,329,14,226,0,1085.2,44.7,325.2,14.9,74.2,40.5,fire
26,11,2013,330,13,227,0,1085.6,45,326.4,15,74.6,40.7,fire
27,11,2013,331,12,228,0,1086,45.3,327.6,15.1,75,40.9,fire
28,11,2013,332,11,229,0,1086.4,45.6,328.8,15.2,75.4,41.1,fire
29,11,2013,333,10,230,0,1086.8,45.9,330,15.3,75.8,41.3,fire
30,11,2013,334,9,231,0,1087.2,46.2,331.2,15.4,76.2,41.5,fire
01,12,2013,335,8,232,0,1087.6,46.5,332.4,15.5,76.6,41.7,fire
02,12,2013,336,7,233,0,1088,46.8,333.6,15.6,77,41.9,fire
03,12,2013,337,6,234,0,1088.4,47.1,334.8,15.7,77.4,42.1,fire
04,12,2013,338,5,235,0,1088.8,47.4,336,15.8,77.8,42.3,fire
05,12,2013,339,4,236,0,1089.2,47.7,337.2,15.9,78.2,42.5,fire
06,12,2013,340,3,237,0,1089.6,48,338.4,16,78.6,42.7,fire
07,12,2013,341,2,238,0,1090,48.3,339.6,16.1,79,42.9,fire
08,12,2013,342,1,239,0,1090.4,48.6,340.8,16.2,79.4,43.1,fire
09,12,2013,343,0,240,0,1090.8,48.9,342,16.3,79.8,43.3,fire
10,12,2013,344,10,241,0,1091.2,49.2,343.2,16.4,80.2,43.5,fire
11,12,2013,345,9,242,0,1091.6,49.5,344.4,16.5,80.6,43.7,fire
12,12,2013,346,8,243,0,1092,49.8,345.6,16.6,81,43.9,fire
13,12,2013,347,7,244,0,1092.4,50.1,346.8,16.7,81.4,44.1,fire
14,12,2013,348,6,245,0,1092.8,50.4,348,16.8,81.8,44.3,fire
15,12,2013,349,5,246,0,1093.2,50.7,349.2,16.9,82.2,44.5,fire
16,12,2013,350,4,247,0,1093.6,51,350.4,17,82.6,44.7,fire
17,12,2013,351,3,248,0,1094,51.3,351.6,17.1,83,44.9,fire
18,12,2013,352,2,249,0,1094.4,51.6,352.8,17.2,83.4,45.1,fire
19,12,2013,353,1,250,0,1094.8,51.9,354,17.3,83.8,45.3,fire
20,12,2013,354,0,251,0,1095.2,52.2,355.2,17.4,84.2,45.5,fire
21,12,2013,355,10,252,0,1095.6,52.5,356.4,17.5,84.6,45.7,fire
22,12,2013,356,9,253,0,1096,52.8,357.6,17.6,85,45.9,fire
23,12,2013,357,8,254,0,1096.4,53.1,358.8,17.7,85.4,46.1,fire
24,12,2013,358,7,255,0,1096.8,53.4,360,17.8,85.8,46.3,fire
25,12,2013,359,6,256,0,1097.2,53.7,361.2,17.9,86.2,46.5,fire
26,12,2013,360,5,257,0,1097.6,54,362.4,18,86.6,46.7,fire
27,12,2013,361,4,258,0,1098,54.3,363.6,18.1,87,46.9,fire
28,12,2013,362,3,259,0,1098.4,54.6,364.8,18.2,87.4,47.1,fire
29,12,2013,363,2,260,0,1098.8,54.9,366,18.3,87.8,47.3,fire
30,12,2013,364,1,261,0,1099.2,55.2,367.2,18.4,88.2,47.5,fire
31,12,2013,365,0,262,0,1099.6,55.5,368.4,18.5,88.6,47.7,fire
01,01,2014,10,91,8,0,85.4,14.4,24.9,1,5.2,1,not fire
02,01,2014,10,89,8,0,85.4,16.1,23.8,1,5.1,1,not fire
03,01,2014,11,82,15,0,86.5,16.9,26.8,1.2,5.9,1.2,not fire
04,01,2014,10,85,14,0,86.5,18.6,29.7,1.3,6.6,1.4,not fire
05,01,2014,12,79,22,0,88.9,20.4,31.7,1.6,7.5,1.7,not fire
06,01,2014,12,84,24,0,88.9,21.1,34.1,1.8,8.4,1.9,not fire
07,01,2014,12,87,20,0,89,22.8,36.8,2.1,9.5,2.3,not fire
08,01,2014,13,80,26,0,90.3,23.5,38.5,2.3,10.4,2.5,not fire
09,01,2014,14,78,27,0,90.3,24.3,41,2.5,11.3,2.8,not fire
10,01,2014,14,77,29,0,90.5,25,43.7,2.7,12.2,3.1,not fire
11,01,2014,15,75,32,0,90.5,25.8,46.1,2.9,13.1,3.4,not fire
12,01,2014,15,76,33,0,91.7,26.5,48.8,3.1,14,3.7,not fire
13,01,2014,16,72,35,0,91.7,27.3,51.5,3.3,14.9,4,not fire
14,01,2014,16,73,36,0,91.9,28,53.9,3.5,15.8,4.3,not fire
15,01,2014,17,70,39,0,91.9,28.8,56.6,3.7,16.7,4.6,not fire
16,01,2014,17,71,41,0,92.1,29.5,59.3,3.9,17.6,4.9,not fire
17,01,2014,18,68,42,0,92.1,30.3,61.7,4.1,18.5,5.2,not fire
18,01,2014,18,69,44,0,92.3,31,64.4,4.3,19.4,5.5,not fire
19,01,2014,19,66,46,0,92.3,31.8,67.1,4.5,20.3,5.8,not fire
20,01,2014,19,67,47,0,92.5,32.5,69.5,4.7,21.2,6.1,not fire
21,01,2014,20,64,49,0,92.5,33.3,72.2,4.9,22.1,6.4,not fire
22,01,2014,20,65,50,0,92.7,34,74.9,5.1,23,6.7,not fire
23,01,2014,21,62,52,0,92.7,34.8,77.3,5.3,23.9,7,not fire
24,01,2014,21,63,53,0,92.9,35.5,80,5.5,24.8,7.3,not fire
25,01,2014,22,60,55,0,92.9,36.3,82.7,5.7,25.7,7.6,not fire
26,01,2014,22,61,56,0,93,37,85.1,5.9,26.6,7.9,not fire
27,01,2014,23,58,58,0,93,37.8,87.8,6.1,27.5,8.2,not fire
28,01,2014,23,59,59,0,93.2,38.5,90.5,6.3,28.4,8.5,not fire
29,01,2014,24,56,61,0,93.2,39.3,93,6.5,29.3,8.8,not fire
30,01,2014,24,57,62,0,93.3,40,95.7,6.7,30.2,9.1,not fire
31,01,2014,25,54,64,0,93.3,40.8,98.4,6.9,31.1,9.4,not fire
01,02,2014,25,55,65,0,93.4,41.5,101.1,7.1,32,9.7,not fire
02,02,2014,26,52,67,0,93.4,42.3,103.8,7.3,32.9,10,not fire
03,02,2014,26,53,68,0,93.5,43,106.5,7.5,33.8,10.3,not fire
04,02,2014,27,50,70,0,93.5,43.8,109.2,7.7,34.7,10.6,not fire
05,02,2014,27,51,71,0,93.6,44.5,111.9,7.9,35.6,10.9,not fire
06,02,2014,28,48,73,0,93.6,45.3,114.6,8.1,36.5,11.2,not fire
07,02,2014,28,49,74,0,93.7,46,117.3,8.3,37.4,11.5,not fire
08,02,2014,29,46,76,0,93.7,46.8,120,8.5,38.3,11.8,not fire
09,02,2014,29,47,77,0,93.8,47.5,122.7,8.7,39.2,12.1,not fire
10,02,2014,29,44,79,0,93.8,48.3,125.4,8.9,40.1,12.4,not fire
11,02,2014,30,45,80,0,93.9,49,128.1,9.1,41,12.7,not fire
12,02,2014,30,46,82,0,93.9,49.8,130.8,9.3,41.9,13,not fire
13,02,2014,31,43,83,0,94,50.5,133.5,9.5,42.8,13.3,not fire
14,02,2014,31,44,84,0,94,51.3,136.2,9.7,43.7,13.6,not fire
15,02,2014,31,41,86,0,94.1,52,138.9,9.9,44.6,13.9,not fire
16,02,2014,32,42,87,0,94.1,52.8,141.6,10.1,45.5,14.2,not fire
17,02,2014,32,39,92,0,94.2,53.5,142.4,10.4,45.1,14.4,not fire
18,02,2014,32,40,90,0,94.2,54.3,147,10.7,46.4,14.8,not fire
19,02,2014,32,41,91,0,94.3,55,149.7,10.9,47.3,15.1,not fire
20,02,2014,32,38,93,0,94.3,55.8,152.4,11.1,48.2,15.4,not fire
21,02,2014,33,39,94,0,94.4,56.5,155.1,11.3,49.1,15.7,not fire
22,02,2014,33,40,95,0,94.4,57.3,157.8,11.5,50,16,not fire
23,02,2014,33,37,97,0,94.5,58,160.5,11.7,50.9,16.3,not fire
24,02,2014,33,38,98,0,94.5,58.8,163.2,11.9,51.8,16.6,not fire
25,02,2014,34,35,100,0,94.6,59.5,165.9,12.1,52.7,16.9,not fire
26,02,2014,34,36,101,0,94.6,60.3,168.6,12.3,53.6,17.2,not fire
27,02,2014,34,37,102,0,94.7,61,171.3,12.5,54.5,17.5,not fire
28,02,2014,34,34,104,0,94.7,61.8,174,12.7,55.4,17.8,not fire
01,03,2014,32,40,93,0,94.8,56.2,162.7,11.6,53.1,17.2,not fire
02,03,2014,31,40,90,0,94.5,56.1,178.5,10.7,57.3,18.6,not fire
03,03,2014,29,44,84,0,93.3,55.1,191.1,8.8,60.3,18.2,not fire
04,03,2014,28,50,80,0,92.3,53.9,199.8,7.6,61.3,15.8,not fire
05,03,2014,28,49,78,0,92.3,53.5,210,7.6,62.3,16.8,not fire
06,03,2014,31,44,80,0,93.8,55.7,224.2,9.5,66.1,20.6,not fire
07,03,2014,33,39,81,0,94.5,58.6,239.2,11.3,70.6,24.3,not fire
08,03,2014,34,34,84,0,94.7,61.4,253.7,12.8,74.7,27.3,not fire
09,03,2014,34,33,85,0,95.1,63.6,268.3,13.7,78.3,30,not fire
10,03,2014,34,34,86,0,95.2,65.6,281.3,14.4,81.1,32.1,not fire
11,03,2014,34,32,88,0,95.5,67.4,293.7,15.4,83.4,34,not fire
12,03,2014,34,30,87,0,95.6,68.8,305.6,16.2,85.1,35.6,not fire
13,03,2014,34,29,88,0,95.9,70.4,317.3,17,86.7,37.1,not fire
14,03,2014,34,30,89,0,96,71.8,329.3,17.8,88.1,38.5,not fire
15,03,2014,34,28,90,0,96.2,73,342.1,18.6,89.6,39.9,not fire
16,03,2014,34,29,91,0,96.3,74.4,355.2,19.4,91,41.2,not fire
17,03,2014,34,27,92,0,96.4,75.6,368,20,92.2,42.4,not fire
18,03,2014,34,25,94,0,96.6,76.8,381.5,20.7,93.4,43.5,not fire
19,03,2014,34,24,95,0,96.7,77.9,395.1,21.4,94.6,44.6,not fire
20,03,2014,34,23,96,0,96.8,79.1,408.6,22,95.7,45.6,not fire
21,03,2014,34,23,98,0,96.8,80.2,422.3,22.5,96.7,46.5,not fire
22,03,2014,34,22,98,0,96.9,81.2,436.1,23,97.6,47.4,not fire
23,03,2014,34,21,99,0,96.9,82.3,450,23.5,98.5,48.3,not fire
24,03,2014,34,20,99,0,96.9,83.4,463.9,24,99.3,49.1,not fire
25,03,2014,34,20,99,0,96.9,84.4,477.9,24.5,100,49.8,not fire
26,03,2014,34,19,99,0,96.9,85.5,491.8,25,100.7,50.5,not fire
27,03,2014,34,18,99,0,96.9,86.5,505.8,25.4,101.3,51.1,not fire
28,03,2014,34,17,99,0,96.9,87.6,519.8,25.8,101.9,51.7,not fire
29,03,2014,34,16,99,0,96.9,88.6,533.9,26.2,102.5,52.3,not fire
30,03,2014,34,15,99,0,96.9,89.6,548,26.6,103.1,52.9,not fire
31,03,2014,34,14,99,0,96.9,90.6,562.2,26.9,103.6,53.4,not fire
01,04,2014,34,14,99,0,96.9,91.6,576.4,27.2,104.1,53.9,not fire
02,04,2014,34,14,99,0,96.9,92.6,590.6,27.5,104.6,54.4,not fire
03,04,2014,34,14,99,0,96.9,93.6,604.8,27.8,105.1,54.8,not fire
04,04,2014,34,14,99,0,96.9,94.6,619.2,28.1,105.6,55.3,not fire
05,04,2014,34,14,99,0,96.9,95.6,633.6,28.3,106.1,55.7,not fire
06,04,2014,34,14,99,0,96.9,96.6,648,28.6,106.5,56.1,not fire
07,04,2014,34,14,99,0,96.9,97.5,662.5,28.8,106.9,56.5,not fire
08,04,2014,34,14,99,0,96.9,98.5,677,29,107.3,56.9,not fire
09,04,2014,34,14,99,0,96.9,99.4,691.6,29.2,107.6,57.2,not fire
10,04,2014,34,14,99,0,96.9,100.4,706.2,29.4,107.9,57.5,not fire
11,04,2014,34,14,99,0,96.9,101.3,720.8,29.6,108.2,57.8,not fire
12,04,2014,34,14,99,0,96.9,102.2,735.4,29.8,108.5,58.1,not fire
13,04,2014,34,14,99,0,96.9,103.1,750.1,30,108.7,58.4,not fire
14,04,2014,34,14,99,0,96.9,103.9,764.7,30.2,109,58.6,not fire
15,04,2014,34,14,99,0,96.9,104.8,779.3,30.4,109.2,58.8,not fire
16,04,2014,34,14,99,0,96.9,105.6,793.9,30.6,109.4,59,not fire
17,04,2014,34,14,99,0,96.9,106.5,808.5,30.7,109.6,59.2,not fire
18,04,2014,34,14,99,0,96.9,107.3,823.1,30.9,109.8,59.4,not fire
19,04,2014,34,14,99,0,96.9,108.1,837.7,31,110,59.6,not fire
20,04,2014,34,14,99,0,96.9,108.9,852.3,31.2,110.1,59.8,not fire
21,04,2014,34,14,99,0,96.9,109.7,866.9,31.3,110.3,59.9,not fire
22,04,2014,34,14,99,0,96.9,110.5,881.5,31.5,110.4,60.1,not fire
23,04,2014,34,14,99,0,96.9,111.2,896.1,31.6,110.6,60.2,not fire
24,04,2014,34,14,99,0,96.9,112,910.7,31.7,110.7,60.3,not fire
25,04,2014,34,14,99,0,96.9,112.7,925.3,31.8,110.8,60.4,not fire
26,04,2014,34,14,99,0,96.9,113.5,939.9,31.9,111,60.5,not fire
27,04,2014,34,14,99,0,96.9,114.2,954.5,32,111.1,60.6,not fire
28,04,2014,34,14,99,0,96.9,114.9,969.1,32.1,111.2,60.7,not fire
29,04,2014,34,14,99,0,96.9,115.6,983.7,32.2,111.3,60.8,not fire
30,04,2014,34,14,99,0,96.9,116.3,998.3,32.3,111.4,60.9,not fire
01,05,2014,34,14,99,0,96.9,116.9,1012.9,32.4,111.5,61,not fire
02,05,2014,34,14,99,0,96.9,117.6,1027.6,32.5,111.6,61.1,not fire
03,05,2014,34,14,99,0,96.9,118.2,1042.3,32.6,111.7,61.2,not fire
04,05,2014,34,14,99,0,96.9,118.9,1057,32.7,111.8,61.3,not fire
05,05,2014,34,14,99,0,96.9,119.5,1071.7,32.8,111.9,61.4,not fire
06,05,2014,34,14,99,0,96.9,120.2,1086.3,32.9,112,61.5,not fire
07,05,2014,34,14,99,0,96.9,120.8,1101,33,112,61.6,not fire
08,05,2014,34,14,99,0,96.9,121.4,1115.6,33.1,112.1,61.7,not fire
09,05,2014,34,14,99,0,96.9,122,1130.3,33.2,112.2,61.8,not fire
10,05,2014,34,14,99,0,96.9,122.6,1144.9,33.3,112.3,61.9,not fire
11,05,2014,34,14,99,0,96.9,123.1,1159.5,33.4,112.4,62,not fire
12,05,2014,34,14,99,0,96.9,123.7,1174.1,33.4,112.5,62,not fire
13,05,2014,34,14,99,0,96.9,124.2,1188.7,33.5,112.5,62.1,not fire
14,05,2014,34,14,99,0,96.9,124.7,1203.2,33.6,112.6,62.2,not fire
15,05,2014,34,14,99,0,96.9,125.2,1217.8,33.7,112.7,62.3,not fire
16,05,2014,34,14,99,0,96.9,125.7,1232.3,33.7,112.7,62.3,not fire
17,05,2014,34,14,99,0,96.9,126.2,1246.8,33.8,112.8,62.4,not fire
18,05,2014,34,14,99,0,96.9,126.6,1261.3,33.9,112.9,62.5,not fire
19,05,2014,34,14,99,0,96.9,127.1,1275.8,33.9,112.9,62.5,not fire
20,05,2014,34,14,99,0,96.9,127.5,1290.2,34,113,62.6,not fire
21,05,2014,34,14,99,0,96.9,127.9,1304.7,34.1,113.1,62.7,not fire
22,05,2014,34,14,99,0,96.9,128.3,1319.1,34.1,113.1,62.7,not fire
23,05,2014,34,14,99,0,96.9,128.7,1333.5,34.2,113.2,62.8,not fire
24,05,2014,34,14,99,0,96.9,129.1,1347.9,34.2,113.2,62.8,not fire
25,05,2014,34,14,99,0,96.9,129.5,1362.3,34.3,113.3,62.9,not fire
26,05,2014,34,14,99,0,96.9,129.8,1376.6,34.3,113.3,62.9,not fire
27,05,2014,34,14,99,0,96.9,130.2,1391,34.4,113.4,63,not fire
28,05,2014,34,14,99,0,96.9,130.5,1405.3,34.4,113.4,63,not fire
29,05,2014,34,14,99,0,96.9,130.8,1419.6,34.5,113.5,63.1,not fire
30,05,2014,34,14,99,0,96.9,131.1,1433.9,34.5,113.5,63.1,not fire
31,05,2014,34,14,99,0,96.9,131.4,1448.2,34.6,113.6,63.2,not fire
01,06,2014,31,65,15,0,85.2,3.6,11.4,2.0,5.2,0.8,not fire
02,06,2014,30,72,14,0.3,81.9,4.1,13.2,1.4,5.6,0.7,not fire
03,06,2014,28,79,13,0.9,77.8,3.5,10.8,0.8,4.2,0.3,not fire
04,06,2014,26,82,15,0.4,75.4,2.8,8.7,0.3,3.1,0.1,not fire
05,06,2014,29,74,16,0.5,78.3,3.9,11.6,1.0,4.7,0.5,not fire
06,06,2014,32,67,14,0,82.7,6.2,19.2,3.0,6.9,2.2,fire
07,06,2014,34,60,13,0,85.3,8.3,27.3,4.8,9.3,4.8,fire
08,06,2014,33,63,14,0,86.1,10.1,33.9,3.5,11.2,5.0,fire
09,06,2014,29,76,13,0.3,77.6,6.9,30.4,1.0,9.1,1.1,not fire
10,06,2014,31,73,15,0,80.4,8.8,41.2,2.0,11.7,2.5,not fire
11,06,2014,33,70,16,0,82.1,11.1,48.3,3.4,14.3,4.3,fire
12,06,2014,28,78,17,0,77.7,12.3,55.6,2.9,16.7,5.4,fire
13,06,2014,30,81,18,0.6,69.5,5.0,17.9,0.5,7.0,0.4,not fire
14,06,2014,32,76,17,0.1,71.8,4.7,13.8,1.0,6.2,0.7,not fire
15,06,2014,29,83,16,0.9,65.9,3.5,11.2,0.4,5.0,0.3,not fire
16,06,2014,30,86,15,0.3,64.3,2.8,9.1,0.2,4.1,0.1,not fire
17,06,2014,31,81,18,0,69.1,3.7,10.5,0.7,5.5,0.4,not fire
18,06,2014,33,78,17,0,72.7,5.0,14.8,1.3,7.0,1.0,not fire
19,06,2014,35,70,16,0,77.3,6.4,21.1,2.5,9.0,1.9,not fire
20,06,2014,34,66,14,0,80.2,8.2,27.2,3.7,11.3,3.1,fire
21,06,2014,32,64,13,0,81.6,10.4,34.2,3.2,13.9,3.9,fire
22,06,2014,33,68,15,0,82.4,11.9,40.3,4.2,16.2,5.0,fire
23,06,2014,31,71,16,0.2,75.6,8.4,29.2,1.7,11.5,2.0,not fire
24,06,2014,32,73,15,0,77.5,9.9,35.6,2.3,13.9,2.9,not fire
25,06,2014,30,76,17,0,73.8,10.9,42.5,1.8,15.8,2.3,not fire
26,06,2014,31,71,17,0,76.6,12.4,49.1,2.5,18.5,3.4,not fire
27,06,2014,33,66,14,0,79.7,13.9,55.7,4.5,20.8,4.8,fire
28,06,2014,34,63,15,0,81.8,16.5,62.5,5.4,23.6,6.6,fire
29,06,2014,32,69,13,0.2,78.4,11.3,53.4,1.3,19.2,2.1,not fire
30,06,2014,33,71,14,0,80.5,13.1,60.2,2.6,21.8,3.7,fire
01,07,2014,31,66,15,0.6,75.4,5.8,23.4,0.9,9.3,0.7,not fire
02,07,2014,29,74,16,1.0,71.9,5.4,22.1,0.8,8.6,0.5,not fire
03,07,2014,31,78,17,0.5,74.6,5.9,25.0,1.3,10.5,1.0,not fire
04,07,2014,32,70,16,0,78.2,7.9,32.3,3.1,14.0,2.8,not fire
05,07,2014,33,68,15,0,80.1,9.7,39.4,4.2,17.2,3.9,fire
06,07,2014,34,65,14,0,82.0,12.1,48.4,5.3,20.7,5.9,fire
07,07,2014,35,62,13,0.1,78.3,9.4,35.0,2.5,14.5,2.3,not fire
08,07,2014,34,64,15,0,80.8,12.1,43.5,4.4,18.2,4.9,fire
09,07,2014,33,68,14,1.2,72.7,6.4,14.5,1.0,7.7,0.8,not fire
10,07,2014,34,69,13,0.4,73.4,7.1,17.6,1.2,8.8,1.0,not fire
11,07,2014,35,71,14,0,76.3,8.8,25.4,2.4,11.1,2.2,not fire
12,07,2014,32,68,13,0.1,74.2,7.7,23.7,1.7,10.1,1.3,not fire
13,07,2014,33,73,15,0,77.6,10.1,34.7,3.0,14.8,3.2,not fire
14,07,2014,32,70,16,0.3,71.5,7.5,25.4,1.3,10.6,1.2,not fire
15,07,2014,31,74,17,0.1,67.8,6.2,19.5,1.1,8.8,0.6,not fire
16,07,2014,30,76,18,0,70.2,7.0,22.3,0.8,10.6,0.7,not fire
17,07,2014,31,78,17,0.5,73.0,8.0,27.5,1.4,12.7,1.4,not fire
18,07,2014,32,72,15,0.1,75.4,10.2,35.2,2.8,17.4,3.1,not fire
19,07,2014,34,68,14,0,78.1,11.9,43.1,3.7,21.1,4.4,fire
20,07,2014,35,64,13,0,81.3,14.3,52.4,5.1,26.3,5.9,fire
21,07,2014,36,60,12,0,83.8,17.1,62.9,6.4,31.7,7.5,fire
22,07,2014,34,66,13,0.2,79.0,13.0,44.7,2.7,20.0,3.4,not fire
23,07,2014,33,70,14,0.4,76.0,11.2,34.9,2.2,16.1,2.7,not fire
24,07,2014,31,74,16,0,71.5,9.1,26.3,1.5,12.4,1.3,not fire
25,07,2014,30,78,17,0.3,69.0,8.0,21.2,0.8,10.7,0.8,not fire
26,07,2014,32,75,16,0.6,72.9,10.5,31.0,1.7,15.1,2.0,not fire
27,07,2014,33,71,15,0,77.2,12.2,40.3,3.0,20.2,3.4,fire
28,07,2014,34,68,14,0,80.6,14.6,49.5,4.1,25.0,4.7,fire
29,07,2014,35,65,13,0.2,82.8,17.1,59.2,5.5,30.2,6.5,fire
30,07,2014,33,70,14,0,79.2,13.9,47.9,3.6,24.4,3.8,fire
31,07,2014,32,73,15,0.4,75.6,10.6,37.4,2.4,18.9,2.9,not fire
01,08,2014,34,14,99,0,96.9,131.7,1462.4,34.6,113.6,63.2,not fire
02,08,2014,34,14,99,0,96.9,132,1476.6,34.7,113.7,63.3,not fire
03,08,2014,34,14,99,0,96.9,132.2,1490.8,34.7,113.7,63.3,not fire
04,08,2014,34,14,99,0,96.9,132.5,1505,34.8,113.8,63.4,not fire
05,08,2014,34,14,99,0,96.9,132.7,1519.2,34.8,113.8,63.4,not fire
06,08,2014,34,14,99,0,96.9,132.9,1533.3,34.9,113.8,63.5,not fire
07,08,2014,34,14,99,0,96.9,133.2,1547.5,34.9,113.9,63.5,not fire
08,08,2014,34,14,99,0,96.9,133.4,1561.6,35,113.9,63.6,not fire
09,08,2014,34,14,99,0,96.9,133.6,1575.7,35,114,63.6,not fire
10,08,2014,34,14,99,0,96.9,133.8,1589.7,35.1,114,63.7,not fire
11,08,2014,34,14,99,0,96.9,134,1603.7,35.1,114.1,63.7,not fire
12,08,2014,34,14,99,0,96.9,134.2,1617.7,35.2,114.1,63.8,not fire
13,08,2014,34,14,99,0,96.9,134.4,1631.6,35.2,114.2,63.8,not fire
14,08,2014,34,14,99,0,96.9,134.6,1645.5,35.3,114.2,63.9,not fire
15,08,2014,34,14,99,0,96.9,134.7,1659.4,35.3,114.2,63.9,not fire
16,08,2014,34,14,99,0,96.9,134.9,1673.3,35.4,114.3,64,not fire
17,08,2014,34,14,99,0,96.9,135.1,1687.1,35.4,114.3,64,not fire
18,08,2014,34,14,99,0,96.9,135.2,1700.9,35.5,114.4,64.1,not fire
19,08,2014,34,14,99,0,96.9,135.4,1714.7,35.5,114.4,64.1,not fire
20,08,2014,34,14,99,0,96.9,135.5,1728.5,35.6,114.4,64.1,not fire
21,08,2014,34,14,99,0,96.9,135.6,1742.2,35.6,114.5,64.2,not fire
22,08,2014,34,14,99,0,96.9,135.8,1756,35.7,114.5,64.2,not fire
23,08,2014,34,14,99,0,96.9,135.9,1769.7,35.7,114.5,64.2,not fire
24,08,2014,34,14,99,0,96.9,136,1783.4,35.8,114.6,64.3,not fire
25,08,2014,34,14,99,0,96.9,136.2,1797,35.8,114.6,64.3,not fire
26,08,2014,34,14,99,0,96.9,136.3,1810.7,35.9,114.6,64.3,not fire
27,08,2014,34,14,99,0,96.9,136.4,1824.3,35.9,114.7,64.4,not fire
28,08,2014,34,14,99,0,96.9,136.5,1837.9,36,114.7,64.4,not fire
29,08,2014,34,14,99,0,96.9,136.6,1851.5,36,114.7,64.4,not fire
30,08,2014,34,14,99,0,96.9,136.7,1865,36.1,114.8,64.5,not fire
31,08,2014,34,14,99,0,96.9,136.8,1878.6,36.1,114.8,64.5,not fire
01,09,2014,34,14,99,0,96.9,137,1892.1,36.2,114.9,64.6,not fire
02,09,2014,34,14,99,0,96.9,137.1,1905.6,36.2,114.9,64.6,not fire
03,09,2014,34,14,99,0,96.9,137.2,1919.2,36.3,114.9,64.6,not fire
04,09,2014,34,14,99,0,96.9,137.3,1932.8,36.3,115,64.7,not fire
05,09,2014,34,14,99,0,96.9,137.4,1946.4,36.4,115,64.7,not fire
06,09,2014,34,14,99,0,96.9,137.5,1959.9,36.4,115,64.7,not fire
07,09,2014,34,14,99,0,96.9,137.6,1973.5,36.5,115.1,64.8,not fire
08,09,2014,34,14,99,0,96.9,137.6,1987.1,36.5,115.1,64.8,not fire
09,09,2014,34,14,99,0,96.9,137.7,2000.6,36.6,115.1,64.8,not fire
10,09,2014,34,14,99,0,96.9,137.8,2014.1,36.6,115.2,64.9,not fire
11,09,2014,34,14,99,0,96.9,137.9,2027.6,36.7,115.2,64.9,not fire
12,09,2014,34,14,99,0,96.9,138,2041.1,36.7,115.2,64.9,not fire
13,09,2014,34,14,99,0,96.9,138.1,2054.6,36.8,115.3,65,not fire
14,09,2014,34,14,99,0,96.9,138.2,2068,36.8,115.3,65,not fire
15,09,2014,34,14,99,0,96.9,138.3,2081.5,36.9,115.3,65,not fire
16,09,2014,34,14,99,0,96.9,138.4,2094.9,36.9,115.4,65.1,not fire
17,09,2014,34,14,99,0,96.9,138.5,2108.3,37,115.4,65.1,not fire
18,09,2014,34,14,99,0,96.9,138.5,2121.8,37,115.4,65.1,not fire
19,09,2014,34,14,99,0,96.9,138.6,2135.2,37.1,115.5,65.2,not fire
20,09,2014,34,14,99,0,96.9,138.7,2148.6,37.1,115.5,65.2,not fire
21,09,2014,34,14,99,0,96.9,138.7,2162,37.2,115.5,65.2,not fire
22,09,2014,34,14,99,0,96.9,138.8,2175.3,37.2,115.6,65.3,not fire
23,09,2014,34,14,99,0,96.9,138.9,2188.7,37.3,115.6,65.3,not fire
24,09,2014,34,14,99,0,96.9,139,2202,37.3,115.6,65.3,not fire
25,09,2014,34,14,99,0,96.9,139,2215.4,37.4,115.7,65.4,not fire
